bar,eq_0.00,eq_0.05,eq_0.10,eq_0.15,eq_0.20,eq_0.25,eq_0.30,eq_0.35,eq_0.40,eq_0.45,eq_0.50,eq_0.55,eq_0.60,eq_0.65,eq_0.70,eq_0.75,eq_0.80,eq_0.85,eq_0.90,eq_0.95,eq_1.00
128,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
129,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
130,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
131,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
132,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
133,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
134,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
135,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
136,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
137,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
138,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
139,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
140,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
141,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
142,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
143,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
144,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
145,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
146,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
147,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
148,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
149,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
150,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
151,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
152,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
153,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
154,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
155,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
156,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
157,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
158,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
159,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
160,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
161,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
162,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
163,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
164,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
165,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
166,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
167,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
168,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
169,5.351401,5.395681,5.439385,5.482512,5.525062,5.567036,5.608433,5.649253,5.689497,5.729164,5.768254,5.806767,5.844704,5.882064,5.918847,5.955053,5.990683,6.025736,6.060213,6.094112,6.127435
170,5.895553,5.944337,5.992484,6.039997,6.086874,6.133116,6.178722,6.223693,6.268029,6.311729,6.354794,6.397223,6.439018,6.480177,6.520700,6.560588,6.599841,6.638458,6.676441,6.713787,6.750499
171,5.895553,5.944337,5.992484,6.039997,6.086874,6.133116,6.178722,6.223693,6.268029,6.311729,6.354794,6.397223,6.439018,6.480177,6.520700,6.560588,6.599841,6.638458,6.676441,6.713787,6.750499
172,5.895553,5.944337,5.992484,6.039997,6.086874,6.133116,6.178722,6.223693,6.268029,6.311729,6.354794,6.397223,6.439018,6.480177,6.520700,6.560588,6.599841,6.638458,6.676441,6.713787,6.750499
173,5.895553,5.944337,5.992484,6.039997,6.086874,6.133116,6.178722,6.223693,6.268029,6.311729,6.354794,6.397223,6.439018,6.480177,6.520700,6.560588,6.599841,6.638458,6.676441,6.713787,6.750499
174,5.895553,5.944337,5.992484,6.039997,6.086874,6.133116,6.178722,6.223693,6.268029,6.311729,6.354794,6.397223,6.439018,6.480177,6.520700,6.560588,6.599841,6.638458,6.676441,6.713787,6.750499
175,5.895553,5.944337,5.992484,6.039997,6.086874,6.133116,6.178722,6.223693,6.268029,6.311729,6.354794,6.397223,6.439018,6.480177,6.520700,6.560588,6.599841,6.638458,6.676441,6.713787,6.750499
176,5.895553,5.944337,5.992484,6.039997,6.086874,6.133116,6.178722,6.223693,6.268029,6.311729,6.354794,6.397223,6.439018,6.480177,6.520700,6.560588,6.599841,6.638458,6.676441,6.713787,6.750499
177,5.895553,5.944337,5.992484,6.039997,6.086874,6.133116,6.178722,6.223693,6.268029,6.311729,6.354794,6.397223,6.439018,6.480177,6.520700,6.560588,6.599841,6.638458,6.676441,6.713787,6.750499
178,5.895553,5.944337,5.992484,6.039997,6.086874,6.133116,6.178722,6.223693,6.268029,6.311729,6.354794,6.397223,6.439018,6.480177,6.520700,6.560588,6.599841,6.638458,6.676441,6.713787,6.750499
179,5.895553,5.944337,5.992484,6.039997,6.086874,6.133116,6.178722,6.223693,6.268029,6.311729,6.354794,6.397223,6.439018,6.480177,6.520700,6.560588,6.599841,6.638458,6.676441,6.713787,6.750499
180,5.895553,5.944337,5.992484,6.039997,6.086874,6.133116,6.178722,6.223693,6.268029,6.311729,6.354794,6.397223,6.439018,6.480177,6.520700,6.560588,6.599841,6.638458,6.676441,6.713787,6.750499
181,5.895553,5.944337,5.992484,6.039997,6.086874,6.133116,6.178722,6.223693,6.268029,6.311729,6.354794,6.397223,6.439018,6.480177,6.520700,6.560588,6.599841,6.638458,6.676441,6.713787,6.750499
182,5.895553,5.944337,5.992484,6.039997,6.086874,6.133116,6.178722,6.223693,6.268029,6.311729,6.354794,6.397223,6.439018,6.480177,6.520700,6.560588,6.599841,6.638458,6.676441,6.713787,6.750499
183,5.895553,5.944337,5.992484,6.039997,6.086874,6.133116,6.178722,6.223693,6.268029,6.311729,6.354794,6.397223,6.439018,6.480177,6.520700,6.560588,6.599841,6.638458,6.676441,6.713787,6.750499
184,6.265270,6.317113,6.368280,6.418772,6.468589,6.517730,6.566197,6.613988,6.661104,6.707545,6.753310,6.798401,6.842816,6.886556,6.929620,6.972010,7.013724,7.054764,7.095128,7.134816,7.173830
185,6.265270,6.317113,6.368280,6.418772,6.468589,6.517730,6.566197,6.613988,6.661104,6.707545,6.753310,6.798401,6.842816,6.886556,6.929620,6.972010,7.013724,7.054764,7.095128,7.134816,7.173830
186,6.265270,6.317113,6.368280,6.418772,6.468589,6.517730,6.566197,6.613988,6.661104,6.707545,6.753310,6.798401,6.842816,6.886556,6.929620,6.972010,7.013724,7.054764,7.095128,7.134816,7.173830
187,6.265270,6.317113,6.368280,6.418772,6.468589,6.517730,6.566197,6.613988,6.661104,6.707545,6.753310,6.798401,6.842816,6.886556,6.929620,6.972010,7.013724,7.054764,7.095128,7.134816,7.173830
188,6.265270,6.317113,6.368280,6.418772,6.468589,6.517730,6.566197,6.613988,6.661104,6.707545,6.753310,6.798401,6.842816,6.886556,6.929620,6.972010,7.013724,7.054764,7.095128,7.134816,7.173830
189,6.265270,6.317113,6.368280,6.418772,6.468589,6.517730,6.566197,6.613988,6.661104,6.707545,6.753310,6.798401,6.842816,6.886556,6.929620,6.972010,7.013724,7.054764,7.095128,7.134816,7.173830
190,6.265270,6.317113,6.368280,6.418772,6.468589,6.517730,6.566197,6.613988,6.661104,6.707545,6.753310,6.798401,6.842816,6.886556,6.929620,6.972010,7.013724,7.054764,7.095128,7.134816,7.173830
191,6.265270,6.317113,6.368280,6.418772,6.468589,6.517730,6.566197,6.613988,6.661104,6.707545,6.753310,6.798401,6.842816,6.886556,6.929620,6.972010,7.013724,7.054764,7.095128,7.134816,7.173830
192,6.265270,6.317113,6.368280,6.418772,6.468589,6.517730,6.566197,6.613988,6.661104,6.707545,6.753310,6.798401,6.842816,6.886556,6.929620,6.972010,7.013724,7.054764,7.095128,7.134816,7.173830
193,6.265270,6.317113,6.368280,6.418772,6.468589,6.517730,6.566197,6.613988,6.661104,6.707545,6.753310,6.798401,6.842816,6.886556,6.929620,6.972010,7.013724,7.054764,7.095128,7.134816,7.173830
194,6.265270,6.317113,6.368280,6.418772,6.468589,6.517730,6.566197,6.613988,6.661104,6.707545,6.753310,6.798401,6.842816,6.886556,6.929620,6.972010,7.013724,7.054764,7.095128,7.134816,7.173830
195,39.698487,40.026974,40.351184,40.671115,40.986768,41.298143,41.605239,41.908058,42.206598,42.500859,42.790843,43.076548,43.357975,43.635124,43.907994,44.176586,44.440900,44.700936,44.956693,45.208172,45.455373
196,39.698487,40.026974,40.351184,40.671115,40.986768,41.298143,41.605239,41.908058,42.206598,42.500859,42.790843,43.076548,43.357975,43.635124,43.907994,44.176586,44.440900,44.700936,44.956693,45.208172,45.455373
197,39.698487,40.026974,40.351184,40.671115,40.986768,41.298143,41.605239,41.908058,42.206598,42.500859,42.790843,43.076548,43.357975,43.635124,43.907994,44.176586,44.440900,44.700936,44.956693,45.208172,45.455373
198,39.698487,40.026974,40.351184,40.671115,40.986768,41.298143,41.605239,41.908058,42.206598,42.500859,42.790843,43.076548,43.357975,43.635124,43.907994,44.176586,44.440900,44.700936,44.956693,45.208172,45.455373
199,39.698487,40.026974,40.351184,40.671115,40.986768,41.298143,41.605239,41.908058,42.206598,42.500859,42.790843,43.076548,43.357975,43.635124,43.907994,44.176586,44.440900,44.700936,44.956693,45.208172,45.455373
200,39.698487,40.026974,40.351184,40.671115,40.986768,41.298143,41.605239,41.908058,42.206598,42.500859,42.790843,43.076548,43.357975,43.635124,43.907994,44.176586,44.440900,44.700936,44.956693,45.208172,45.455373
201,39.698487,40.026974,40.351184,40.671115,40.986768,41.298143,41.605239,41.908058,42.206598,42.500859,42.790843,43.076548,43.357975,43.635124,43.907994,44.176586,44.440900,44.700936,44.956693,45.208172,45.455373
202,39.698487,40.026974,40.351184,40.671115,40.986768,41.298143,41.605239,41.908058,42.206598,42.500859,42.790843,43.076548,43.357975,43.635124,43.907994,44.176586,44.440900,44.700936,44.956693,45.208172,45.455373
203,39.698487,40.026974,40.351184,40.671115,40.986768,41.298143,41.605239,41.908058,42.206598,42.500859,42.790843,43.076548,43.357975,43.635124,43.907994,44.176586,44.440900,44.700936,44.956693,45.208172,45.455373
204,39.698487,40.026974,40.351184,40.671115,40.986768,41.298143,41.605239,41.908058,42.206598,42.500859,42.790843,43.076548,43.357975,43.635124,43.907994,44.176586,44.440900,44.700936,44.956693,45.208172,45.455373
205,39.698487,40.026974,40.351184,40.671115,40.986768,41.298143,41.605239,41.908058,42.206598,42.500859,42.790843,43.076548,43.357975,43.635124,43.907994,44.176586,44.440900,44.700936,44.956693,45.208172,45.455373
206,39.698487,40.026974,40.351184,40.671115,40.986768,41.298143,41.605239,41.908058,42.206598,42.500859,42.790843,43.076548,43.357975,43.635124,43.907994,44.176586,44.440900,44.700936,44.956693,45.208172,45.455373
207,39.698487,40.026974,40.351184,40.671115,40.986768,41.298143,41.605239,41.908058,42.206598,42.500859,42.790843,43.076548,43.357975,43.635124,43.907994,44.176586,44.440900,44.700936,44.956693,45.208172,45.455373
208,39.698487,40.026974,40.351184,40.671115,40.986768,41.298143,41.605239,41.908058,42.206598,42.500859,42.790843,43.076548,43.357975,43.635124,43.907994,44.176586,44.440900,44.700936,44.956693,45.208172,45.455373
209,39.698487,40.026974,40.351184,40.671115,40.986768,41.298143,41.605239,41.908058,42.206598,42.500859,42.790843,43.076548,43.357975,43.635124,43.907994,44.176586,44.440900,44.700936,44.956693,45.208172,45.455373
210,39.698487,40.026974,40.351184,40.671115,40.986768,41.298143,41.605239,41.908058,42.206598,42.500859,42.790843,43.076548,43.357975,43.635124,43.907994,44.176586,44.440900,44.700936,44.956693,45.208172,45.455373
211,39.698487,40.026974,40.351184,40.671115,40.986768,41.298143,41.605239,41.908058,42.206598,42.500859,42.790843,43.076548,43.357975,43.635124,43.907994,44.176586,44.440900,44.700936,44.956693,45.208172,45.455373
212,39.698487,40.026974,40.351184,40.671115,40.986768,41.298143,41.605239,41.908058,42.206598,42.500859,42.790843,43.076548,43.357975,43.635124,43.907994,44.176586,44.440900,44.700936,44.956693,45.208172,45.455373
213,22.834637,23.023584,23.210069,23.394094,23.575659,23.754762,23.931404,24.105586,24.277307,24.446566,24.613365,24.777703,24.939581,25.098997,25.255953,25.410447,25.562481,25.712054,25.859166,26.003817,26.146008
214,22.834637,23.023584,23.210069,23.394094,23.575659,23.754762,23.931404,24.105586,24.277307,24.446566,24.613365,24.777703,24.939581,25.098997,25.255953,25.410447,25.562481,25.712054,25.859166,26.003817,26.146008
215,22.834637,23.023584,23.210069,23.394094,23.575659,23.754762,23.931404,24.105586,24.277307,24.446566,24.613365,24.777703,24.939581,25.098997,25.255953,25.410447,25.562481,25.712054,25.859166,26.003817,26.146008
216,22.834637,23.023584,23.210069,23.394094,23.575659,23.754762,23.931404,24.105586,24.277307,24.446566,24.613365,24.777703,24.939581,25.098997,25.255953,25.410447,25.562481,25.712054,25.859166,26.003817,26.146008
217,22.834637,23.023584,23.210069,23.394094,23.575659,23.754762,23.931404,24.105586,24.277307,24.446566,24.613365,24.777703,24.939581,25.098997,25.255953,25.410447,25.562481,25.712054,25.859166,26.003817,26.146008
218,22.834637,23.023584,23.210069,23.394094,23.575659,23.754762,23.931404,24.105586,24.277307,24.446566,24.613365,24.777703,24.939581,25.098997,25.255953,25.410447,25.562481,25.712054,25.859166,26.003817,26.146008
219,22.834637,23.023584,23.210069,23.394094,23.575659,23.754762,23.931404,24.105586,24.277307,24.446566,24.613365,24.777703,24.939581,25.098997,25.255953,25.410447,25.562481,25.712054,25.859166,26.003817,26.146008
220,22.834637,23.023584,23.210069,23.394094,23.575659,23.754762,23.931404,24.105586,24.277307,24.446566,24.613365,24.777703,24.939581,25.098997,25.255953,25.410447,25.562481,25.712054,25.859166,26.003817,26.146008
221,22.834637,23.023584,23.210069,23.394094,23.575659,23.754762,23.931404,24.105586,24.277307,24.446566,24.613365,24.777703,24.939581,25.098997,25.255953,25.410447,25.562481,25.712054,25.859166,26.003817,26.146008
222,23.365896,23.559239,23.750063,23.938370,24.124158,24.307428,24.488180,24.666414,24.842130,25.015328,25.186008,25.354169,25.519812,25.682938,25.843545,26.001634,26.157205,26.310258,26.460792,26.608809,26.754307
223,23.365896,23.559239,23.750063,23.938370,24.124158,24.307428,24.488180,24.666414,24.842130,25.015328,25.186008,25.354169,25.519812,25.682938,25.843545,26.001634,26.157205,26.310258,26.460792,26.608809,26.754307
224,23.365896,23.559239,23.750063,23.938370,24.124158,24.307428,24.488180,24.666414,24.842130,25.015328,25.186008,25.354169,25.519812,25.682938,25.843545,26.001634,26.157205,26.310258,26.460792,26.608809,26.754307
225,23.365896,23.559239,23.750063,23.938370,24.124158,24.307428,24.488180,24.666414,24.842130,25.015328,25.186008,25.354169,25.519812,25.682938,25.843545,26.001634,26.157205,26.310258,26.460792,26.608809,26.754307
226,23.365896,23.559239,23.750063,23.938370,24.124158,24.307428,24.488180,24.666414,24.842130,25.015328,25.186008,25.354169,25.519812,25.682938,25.843545,26.001634,26.157205,26.310258,26.460792,26.608809,26.754307
227,24.507335,24.710122,24.910269,25.107774,25.302638,25.494861,25.684443,25.871384,26.055684,26.237342,26.416360,26.592736,26.766471,26.937565,27.106018,27.271830,27.435001,27.595530,27.753419,27.908666,28.061272
228,23.101961,23.293119,23.481788,23.667968,23.851657,24.032857,24.211568,24.387788,24.561519,24.732761,24.901512,25.067774,25.231547,25.392829,25.551622,25.707926,25.861739,26.013063,26.161898,26.308242,26.452097
229,23.101961,23.293119,23.481788,23.667968,23.851657,24.032857,24.211568,24.387788,24.561519,24.732761,24.901512,25.067774,25.231547,25.392829,25.551622,25.707926,25.861739,26.013063,26.161898,26.308242,26.452097
